;profile_id;sequence_nbr;start_date;end_date;company;title;country;region;location;is_title_d_and_a;tk_title_standardized_original_language;tk_title_original_language;tk_title_standardized_english;tk_title_standardized_group;tk_title_standardized_class;is_title_manager;odp_function;mck_function
0;cf706fc6-0ad7-44a2-b075-46436902b541;10;01/03/2022;;IncrediBuild;Revenue Enablement Director;Israel;Tel Aviv;;FALSE;;;;;;TRUE;Executive;Executive
1;714ec618-c843-4cc0-a3b6-bb3eba82b8df;10;01/09/2020;01/02/2022;IncrediBuild;Head of Performance Marketing;Israel;;;FALSE;English;Head of Marketing;Head of Marketing;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
2;14cf16f1-caf6-4c0d-b26f-ebb4879aab3f;6;01/11/2017;01/01/2021;IncrediBuild;Team Lead & Full Stack Developer;Israel;;;TRUE;English;Web Developer;Web Developer;Web Professionals;Information and Communication Technology;TRUE;;
3;d3aa4910-3740-42b2-9740-090bdff10c51;7;01/01/2023;;IncrediBuild;Account Executive;Israel;Tel Aviv;;FALSE;English;Salesperson;Salesperson;Sellers;Sales and Trading;FALSE;Marketing & Sales;Sales
4;5558f1f2-91e6-4527-9f9b-a1bca25e429b;4;01/09/2015;01/08/2017;IncrediBuild;Senior Customer Success Engineer;Israel;;;FALSE;;;;;;FALSE;Operations;Operations
5;d073987f-080f-40c6-8249-f9551521eee2;11;01/06/2022;01/04/2023;IncrediBuild;Cto And Vp Of Engineering At Incredibuild;Israel;Tel Aviv;;FALSE;;;;;;TRUE;Other;Other
6;06f06578-4c2a-4210-a53d-5e8188f23956;6;01/04/2019;01/03/2022;IncrediBuild;Account Manager;Israel;Tel Aviv;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
7;e16fbf98-3da0-429d-8108-c12a8d8d8164;4;01/03/2016;01/11/2016;IncrediBuild;Recruitment Manager(Via 6knots);Israel;Tel Aviv;;FALSE;;;;;;TRUE;Legal, Risk & HR;HR
8;f8edffb4-394d-40db-8337-349daf69bfeb;6;01/01/2020;01/07/2020;IncrediBuild;Cto Office - Innovation Research;Israel;Tel Aviv;;TRUE;;;;;;TRUE;;
9;691fdfeb-bfb4-4e5a-93cb-7ec5668b3966;9;01/12/2021;;IncrediBuild;DevOps Tech Lead;Israel;Tel Aviv;;TRUE;;;;;;TRUE;Digital & Analytics;IT
10;f8edffb4-394d-40db-8337-349daf69bfeb;7;01/07/2020;;IncrediBuild;Developer, Linux Professional Services;Israel;;;TRUE;;;;;;FALSE;;
11;1b02261e-cb27-4916-a542-9a6a917f988f;3;01/03/2020;01/09/2021;IncrediBuild;Account Manager;Israel;Tel Aviv;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
12;7c6c7855-cbdf-41d0-b314-c1dffc3c69af;4;01/08/2021;;IncrediBuild;Software Engineer;Israel;Tel Aviv;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
13;39f6cb3b-8340-4075-9386-669fe8eb82ef;7;01/07/2021;;IncrediBuild;Automation Architect And Lead;Israel;Tel Aviv;;TRUE;;;;;;TRUE;Other;Other
14;44b75bd5-58c2-4ebf-9e4d-ec1e1ba09be4;6;01/11/2021;;IncrediBuild;Software Development Manager;Israel;Tel Aviv;;TRUE;English;IT Manager;IT Manager;IT Managers;Information and Communication Technology;TRUE;Digital & Analytics;IT
15;5558f1f2-91e6-4527-9f9b-a1bca25e429b;3;01/06/2012;01/08/2015;IncrediBuild;Customer Support;Israel;;;FALSE;English;Customer Service Agent;Customer Service Agent;Customer Service Personnel;Administration and Customer Service;FALSE;Operations;Operations
16;8dc05f01-5252-49bb-8185-dcc5630f3e9e;6;01/05/2013;01/04/2020;IncrediBuild;Salesforce Administrator And Business Processes Lead;Israel;;;FALSE;;;;;;TRUE;;
17;ce251e88-359b-4830-8186-8222f5ce29e9;4;01/01/2022;01/01/2023;IncrediBuild;Senior Sales Consultant;United States;;;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;FALSE;;
18;7b9b71c8-6f0f-4ea3-944f-6f43a1e69a44;10;01/01/2023;;IncrediBuild;Director, New Business Sales;United States;;;FALSE;English;Head of Sales;Head of Sales;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
19;b97b1a31-5da5-41fa-a414-1617115eff96;5;01/03/2021;;IncrediBuild;Board Member;United States;;;FALSE;English;Board Member;Board Member;General Directors;Management, Policy and Governance;FALSE;;
20;31ce6d70-c760-4d26-a1d8-9285668eb68c;8;01/03/2022;;IncrediBuild;Senior Sales Consultant;United States;New York;New York;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;FALSE;;
21;f14af657-1d01-4bf8-9a43-65ac68f7e612;7;01/01/2023;;IncrediBuild;Senior Software Engineer;Israel;Tel Aviv;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
22;904209e8-eb72-4d21-a2e5-da6a36b731a3;6;01/09/2022;;IncrediBuild;Senior Director;Israel;Tel Aviv;;FALSE;;;;;;TRUE;;
23;677852fa-2a53-4f42-9c36-f0cab96f3d64;3;01/12/2021;;IncrediBuild;Account Executive;Israel;Tel Aviv;;FALSE;English;Business Adviser;Business Adviser;Insurance & Finance Advisors;Insurance and Finance;FALSE;Marketing & Sales;Sales
24;72baf68b-a838-4f41-8aac-6bf8d142e118;4;01/06/2019;01/09/2022;IncrediBuild;Technical Customer Success Engineer;Israel;Tel Aviv;;TRUE;;;;;;FALSE;Marketing & Sales;Sales
25;7ad7de2b-de59-4572-89cf-8c597fc3e571;6;01/08/2017;01/08/2018;IncrediBuild;Business Development Executive - China;Israel;;;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Marketing
26;f10d5059-3184-471b-b0e6-62581a299d4f;7;01/02/2019;01/12/2021;IncrediBuild;Digital Marketing Manager;Israel;;;TRUE;English;Online Marketing Manager;Online Marketing Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
27;d073987f-080f-40c6-8249-f9551521eee2;9;01/11/2020;01/07/2022;IncrediBuild;Director Engineering;Israel;;;FALSE;;;;;;TRUE;Other;Other
28;9aa53d89-a296-47f1-81b6-a68a3e217438;7;01/07/2021;;IncrediBuild;Automation Architect And Lead;Israel;Tel Aviv;;TRUE;;;;;;TRUE;Other;Other
29;c98ccf0d-d5ed-4efa-ac20-62f9d490a88c;2;01/01/2013;01/08/2013;IncrediBuild;Marketing Coordinator/Analyst;Israel;Tel Aviv;;FALSE;English;Marketing Manager;Marketing Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;FALSE;;
30;df6aa505-2739-4008-97cf-6165ba5f3606;12;01/11/2022;;IncrediBuild;Technical Support Engineer;Israel;;;TRUE;English;Technical Support Specialist;Technical Support Specialist;Support Staff;Information and Communication Technology;FALSE;;
31;ee205a37-86a6-4e26-91fd-ad087a2667fc;8;01/02/2023;;IncrediBuild;Director Information Technology;Israel;;;TRUE;English;IT Manager;IT Manager;IT Managers;Information and Communication Technology;TRUE;Marketing & Sales;Marketing
32;b4adf299-ddfd-4212-ae20-64322086fe52;7;01/01/2019;01/09/2021;IncrediBuild;Sales Account Manager;Israel;Tel Aviv;;FALSE;English;Account Manager (Sales);Account Manager (Sales);Articles and Products Representives;Sales and Trading;FALSE;Marketing & Sales;Sales
33;62aa38bc-0e1f-4742-96eb-f3ff2f0a3267;5;01/02/2021;;IncrediBuild;Documentation Specialist;Israel;Tel Aviv;;FALSE;English;Documentation Manager;Documentation Manager;Librarians and Documentalists;Arts, Culture and Media;FALSE;Operations;Operations
34;0e1ed9dc-daec-438c-9d30-612f84cd4ed6;5;01/10/2021;;IncrediBuild;Customer Success Manager;Israel;Tel Aviv;;FALSE;English;Customer Manager;Customer Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
35;0d51b65f-8988-421d-afbb-04f4c57d9401;5;01/12/2018;01/08/2019;IncrediBuild;Avp Inside Sales;Israel;;;FALSE;;;;;;FALSE;Marketing & Sales;Sales
36;d15247ed-4183-4f38-bbcd-2428a815a45f;2;01/01/2018;01/06/2019;IncrediBuild;Support Engineer;Israel;;;FALSE;English;Support Engineer;Support Engineer;Support Staff;Information and Communication Technology;FALSE;;
37;c6d86290-b9c3-4b21-838b-db26bd5f2143;6;01/05/2022;;IncrediBuild;Director of Growth Marketing;Israel;Tel Aviv;;FALSE;;;;;;TRUE;;
38;870225e5-2155-488e-aa6b-d7b58a2b8916;6;01/10/2021;01/12/2022;IncrediBuild;Erp Financial Analyst;Israel;;;FALSE;;;;;;FALSE;Finance;Finance
39;d3aa4910-3740-42b2-9740-090bdff10c51;4;01/11/2020;01/01/2022;IncrediBuild;Business Development;Israel;Tel Aviv;;FALSE;English;Business Adviser;Business Adviser;Insurance & Finance Advisors;Insurance and Finance;FALSE;Marketing & Sales;Marketing
40;53a788ab-96f8-43a0-aaf4-fc47f9333683;5;01/03/2022;;IncrediBuild;Product Marketing Manager;Israel;Tel Aviv;;TRUE;;;;;;TRUE;Marketing & Sales;Marketing
41;18712c2d-daa9-476d-978f-6cdff4ff140c;7;01/05/2015;01/03/2016;IncrediBuild;Customer Service & Professional Services Executive;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Operations;Administration
42;7612803a-6fbc-46ae-bf87-103d9693c13f;9;01/01/2011;;IncrediBuild;Cto;Israel;;;FALSE;English;Chief Technology Officer (CTO);Chief Technology Officer (CTO);IT Managers;Information and Communication Technology;TRUE;;
43;c1302a34-2249-4981-be4c-7e8461110449;4;01/01/2014;01/01/2016;IncrediBuild;Senior Engineer;Israel;Tel Aviv;;FALSE;English;Lead Engineer;Lead Engineer;Engineering Managers;Engineering;FALSE;Operations;Operations
44;32dfd36e-16dd-417f-990d-5010708d229b;7;01/10/2021;;IncrediBuild;BDR Team Lead;Israel;Tel Aviv;;FALSE;;;;;;TRUE;;
45;5a5f7074-ee00-446d-86cf-d09532003591;6;01/01/2017;01/11/2018;IncrediBuild;Human Resources Manager;Israel;Tel Aviv;;FALSE;English;Human Resources Manager;Human Resources Manager;Labour Managers;Legal, Human Resources and Social Services;TRUE;Legal, Risk & HR;HR
46;1a8fc93d-9856-4a23-baa2-c31a40eace55;10;01/10/2022;;IncrediBuild;Account Executive;Israel;Tel Aviv;;FALSE;English;Business Adviser;Business Adviser;Insurance & Finance Advisors;Insurance and Finance;FALSE;Marketing & Sales;Sales
47;76e50b66-ca2d-4e8f-9ddb-1525b962beb7;2;01/11/2021;;IncrediBuild;Accounting Manager;Israel;Tel Aviv;;FALSE;English;Assistant Controller;Assistant Controller;Accountants;Insurance and Finance;TRUE;Finance;Finance
48;20716bdb-4361-46f7-af6c-f8f039f6b8e1;7;01/12/2022;;IncrediBuild;Sales Enablement Tools And Content Manager;Israel;;;FALSE;;;;;;FALSE;;
49;aa74d8e8-e175-4f58-9378-e64164668b9f;3;01/03/2021;;IncrediBuild;Web Developer;Israel;Tel Aviv;;TRUE;English;Front-End Developer;Front-End Developer;Web Professionals;Information and Communication Technology;FALSE;Digital & Analytics;IT
50;5c3bd1bc-7f81-4004-80f6-8f1b62cb2bea;9;01/05/2021;;IncrediBuild;Account Executive;Japan;;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
51;e17f53cd-6e0d-4c3f-8350-47c9bb8fda39;7;01/10/2021;;IncrediBuild;Technical Customer Support Engineer;United States;;;TRUE;English;Technical Support Specialist;Technical Support Specialist;Support Staff;Information and Communication Technology;FALSE;Digital & Analytics;IT
52;d73f651f-5b59-4c79-a8b3-baa0339e7243;8;01/01/2021;01/08/2021;IncrediBuild;Regional Sales Manager;United States;New York;New York;FALSE;English;Sales Manager;Sales Manager;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
53;97db8534-e51e-473c-b3a5-2f3b0f97c031;8;01/08/2022;;IncrediBuild;HR/Office Administrator;United States;New York;New York;FALSE;English;Human Resources Employee;Human Resources Employee;Personnel and Labour Experts;Legal, Human Resources and Social Services;FALSE;Legal, Risk & HR;HR
54;72939043-4654-413a-9087-d155a1ebe738;9;01/01/2022;01/12/2022;IncrediBuild;Senior Software Engineer;Israel;;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
55;2a9a1870-233c-410b-bbc8-e05a80de1044;3;01/02/2023;;IncrediBuild;Business Ops. Operations;Israel;;;FALSE;;;;;;FALSE;;
56;cf325720-9fe9-4dd6-990f-0b8efe95c5eb;10;01/03/2022;;IncrediBuild;Director Business Development;Israel;;;FALSE;;;;;;TRUE;Marketing & Sales;Sales
57;886cda37-87e0-4f3e-8d3d-6b49cf9a1b4a;2;01/09/2020;01/02/2022;IncrediBuild;System Administrator;Israel;;;TRUE;English;System Administrator;System Administrator;System and Application Administrators;Information and Communication Technology;FALSE;;
58;46798859-e47c-4e1b-8f26-ec6cc94082cc;2;01/07/2016;;IncrediBuild;Programmer;Israel;Tel Aviv;;TRUE;English;Programmer (other);Programmer (other);Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
59;e9a37760-b833-4837-aaaa-21e0e74e360d;5;01/01/2016;01/01/2018;IncrediBuild;Head Marketing;Israel;;;FALSE;English;Head of Marketing;Head of Marketing;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;FALSE;Marketing & Sales;Marketing
60;8a833d18-3bf6-483e-b4cf-77ffae733870;8;01/04/2022;;IncrediBuild;Customer Success Manager;Israel;;;FALSE;English;Customer Service Manager;Customer Service Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
61;8354c50b-ba15-428c-9b32-c238fb835681;1;01/07/2018;01/08/2018;IncrediBuild;Data Searcher;Israel;;;TRUE;;;;;;FALSE;Digital & Analytics;Analytics
62;acaa94a3-f4a1-488f-b337-4e29bf16055c;9;01/11/2022;;IncrediBuild;Head Of Channels, Americas;United States;;;FALSE;;;;;;TRUE;;
63;48e13ce0-058d-4aa2-b7ab-a76a5d1ef2fa;10;01/02/2023;;IncrediBuild;Account Executive;United States;;;FALSE;English;Salesperson;Salesperson;Sellers;Sales and Trading;FALSE;Marketing & Sales;Sales
64;6ccb386f-2dbd-4781-a914-5f8ee9f7d37e;11;01/07/2023;;IncrediBuild;Account Executive;Israel;;;FALSE;English;Business Adviser;Business Adviser;Insurance & Finance Advisors;Insurance and Finance;FALSE;Marketing & Sales;Sales
65;f7e695ab-d0d8-40b6-bbe1-55e5c00e96e2;11;01/07/2021;01/01/2022;IncrediBuild;Recruiter;Israel;Tel Aviv;;FALSE;English;Recruiter;Recruiter;Personnel and Labour Experts;Legal, Human Resources and Social Services;FALSE;Legal, Risk & HR;HR
66;ed3821f6-d957-418a-be98-7e0d6b1a49b3;12;01/01/2023;;IncrediBuild;VP R&D;Israel;Tel Aviv;;FALSE;English;R&D Manager;R&D Manager;Engineering Managers;Engineering;TRUE;;
67;79658443-96a2-41ca-b187-6cc369d3f1ba;7;01/06/2019;01/07/2021;IncrediBuild;Financial Controller;Israel;Tel Aviv;;FALSE;English;Financial Controller;Financial Controller;Insurance & Finance Managers;Insurance and Finance;FALSE;Finance;Finance
68;32dfd36e-16dd-417f-990d-5010708d229b;8;01/04/2023;;IncrediBuild;Account Executive;Israel;Tel Aviv;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
69;5910c67a-63ce-42e2-9df0-9998b0bf2182;4;01/05/2020;01/06/2021;IncrediBuild;Bookkeeper;Israel;;;FALSE;English;Bookkeeper;Bookkeeper;Financial-administrative Personnel;Administration and Customer Service;FALSE;Finance;Finance
70;e99e55bc-3148-4148-807b-c93cb122b30c;6;01/11/2021;01/05/2023;IncrediBuild;Senior Enterprise Sales Development Representative;Israel;Tel Aviv;;FALSE;English;Sales Manager;Sales Manager;Sales Managers;Sales and Trading;FALSE;;
71;f9ae2550-2f44-4539-bb82-1033a7547f67;1;01/04/2022;01/01/2023;IncrediBuild;Solution Integration Engineer;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Digital & Analytics;IT
72;777e53f8-6105-406a-94df-1628614d2337;4;01/07/2018;01/06/2020;IncrediBuild;Account Executive;Israel;;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
73;666d4425-fa89-4729-8d5e-6e2a8af0126c;6;01/11/2019;;IncrediBuild;Marketing and Go to Market Strategy Advisor;Israel;;;FALSE;;;;;;FALSE;Marketing & Sales;Marketing
74;85848f88-e78a-433f-b378-38ac8b8a4d7a;11;01/01/2021;;IncrediBuild;Dev Advocate;Israel;;;FALSE;;;;;;FALSE;;
75;dec940df-a26d-4659-a2a5-8999e437325e;10;01/03/2020;01/10/2021;IncrediBuild;Global Solution Architects Manager;Israel;;;FALSE;;;;;;TRUE;Marketing & Sales;Sales
76;9fb70fb5-29c2-419d-bc0d-962eb0ea30d5;9;01/01/2021;01/02/2023;IncrediBuild;Vice President, Information Technologies;Israel;;;TRUE;;;;;;TRUE;Marketing & Sales;Marketing
77;cdd35671-80fe-43c1-a298-784767752b81;11;01/02/2022;;IncrediBuild;Business Operations Manager;Israel;;;FALSE;;;;;;TRUE;Operations;Operations
78;8e4f60b1-3582-4ad4-a893-e2f6a1385720;4;01/03/2015;01/02/2020;IncrediBuild;Regional Account Manager;Israel;;;FALSE;English;Chief Executive Officer;Chief Executive Officer;General Directors;Management, Policy and Governance;FALSE;;
79;13c6ce92-407d-44ba-9ed8-de19b3b4726b;5;01/09/2010;01/01/2013;IncrediBuild;Account Manager;Israel;Tel Aviv;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
8,00E+01;32e5465b-7cc9-47af-a6c2-32e939c24bbc;8;01/05/2021;;IncrediBuild;Director Of R&D At Incredibuild;Israel;Tel Aviv;;FALSE;;;;;;TRUE;;
81;fe3cb98a-ec96-43b3-904b-88be0c355371;4;01/10/2020;01/08/2021;IncrediBuild;Chief Operating Officer;Israel;;;FALSE;English;Chief Operating Officer (COO);Chief Operating Officer (COO);General Directors;Management, Policy and Governance;TRUE;;
82;98f56f65-e782-4f98-b3d5-826e873a412a;11;01/01/2020;01/04/2022;IncrediBuild;Customer Success Group Manager;Israel;;;FALSE;English;Customer Manager;Customer Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
83;2f7c3ac7-a3ba-4acf-914c-1c3654108619;5;01/03/2020;01/12/2020;IncrediBuild;Inside Sales Representative;Japan;;;FALSE;English;Manager Inside Sales;Manager Inside Sales;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
84;c611dd0f-4b8d-426a-97f4-d23dee2c36e4;5;01/10/2017;01/12/2018;IncrediBuild;Manager;Japan;;;FALSE;English;IT Manager;IT Manager;IT Managers;Information and Communication Technology;TRUE;;
85;48ada358-9c6a-41dd-b8cd-0a7fafcd150f;9;01/12/2022;;IncrediBuild;Senior Channel Sales Manager;Japan;Tokyo;;FALSE;Japanese;Personnel Manager;Personnel Manager;Labour Managers;Legal, Human Resources and Social Services;FALSE;Marketing & Sales;Sales
86;1fdc3081-080b-4833-817c-f1f7eb319478;8;01/12/2022;;IncrediBuild;Head Of Apac Marketing;China;Sichuan;;FALSE;;;;;;TRUE;Marketing & Sales;Marketing
87;e6c94ee9-dbd3-4d10-b05c-d69b93bbd730;3;01/10/2018;;IncrediBuild;Business Opreation Manager;China;;;FALSE;;;;;;TRUE;;
88;1fdc3081-080b-4833-817c-f1f7eb319478;7;01/01/2020;01/12/2022;IncrediBuild;Head Of China Marketing;China;Sichuan;;FALSE;English;Head of Marketing;Head of Marketing;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
89;6273da00-758b-4066-be85-b38dfd81b060;7;01/03/2022;;IncrediBuild;Customer Success Operations (CSOps);Israel;Tel Aviv;;FALSE;;;;;;FALSE;Operations;Operations
90;a49caab5-52b5-45fe-a264-e2e959411a8f;4;01/01/2021;01/06/2023;IncrediBuild;Recruiter;Israel;Tel Aviv;;FALSE;English;Recruiter;Recruiter;Personnel and Labour Experts;Legal, Human Resources and Social Services;FALSE;Legal, Risk & HR;HR
91;7f1b9ea0-07d4-44b6-8858-2cb2864f10f1;5;01/07/2021;01/12/2021;IncrediBuild;Business Development Manager;Israel;Tel Aviv;;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;TRUE;Marketing & Sales;Sales
92;fa92823e-ccc3-432d-93c8-5eb34939c4ca;6;01/01/2021;01/02/2022;IncrediBuild;SDR Manager;Israel;Tel Aviv;;FALSE;;;;;;TRUE;;
93;58fc96b7-6f31-4bd8-a427-cc7ab491a8fb;2;01/11/2020;01/12/2021;IncrediBuild;Inside Sales Representative;Israel;;;FALSE;English;Commercial Field Employee;Commercial Field Employee;Commercial Personnel and Telemarketers;Sales and Trading;FALSE;Marketing & Sales;Sales
94;e40bde33-2e5a-4817-93ee-b68817f6a9c4;4;01/11/2022;;IncrediBuild;Qa Engineer;Israel;Tel Aviv;;FALSE;English;Quality Assurance Engineer;Quality Assurance Engineer;Business Administration and Engineering Experts;Engineering;FALSE;Digital & Analytics;IT
95;626d5213-28f1-40e8-996b-9ab195bcd7ca;5;01/07/2019;01/10/2020;IncrediBuild;Systems Administrator/IT Manager;Israel;;;FALSE;;;;;;TRUE;Digital & Analytics;IT
96;885c8980-2174-4df6-8839-009cb9abaeec;5;01/01/2022;;IncrediBuild;Senior Software Engineer;Israel;Tel Aviv;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
97;48716840-9610-46e6-95c4-873003c8079a;7;01/09/2021;;IncrediBuild;Lead Developer;Israel;;;TRUE;English;IT Manager;IT Manager;IT Managers;Information and Communication Technology;TRUE;;
98;d35c303d-73f2-4b0f-b19a-66b9c8d0c631;4;01/10/2022;01/04/2023;IncrediBuild;Senior Salesforce Business Analyst;Israel;Tel Aviv;;FALSE;;;;;;FALSE;;
99;06f8d9c0-7dff-4d40-b4de-fffd4d1df935;11;01/06/2019;01/03/2022;IncrediBuild;Director Of Sales, Na;Israel;;;FALSE;;;;;;FALSE;;
100;8dc05f01-5252-49bb-8185-dcc5630f3e9e;7;01/05/2020;;IncrediBuild;Sales Operations/Customer Success Operations;Israel;;;FALSE;;;;;;FALSE;;
101;6273da00-758b-4066-be85-b38dfd81b060;5;01/03/2020;01/03/2021;IncrediBuild;Customer Success Manager;Israel;Tel Aviv;;FALSE;English;Customer Manager;Customer Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
102;9a0b9986-8622-46e7-bf01-4a3fa73bd43e;15;01/08/2022;;IncrediBuild;Data Engineer;Israel;Tel Aviv;;TRUE;English;Information Engineer;Information Engineer;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
103;c5b8c985-66e9-43cb-8019-6c300707bb30;3;01/03/2017;01/02/2019;IncrediBuild;Regional Account Manager;Israel;Tel Aviv;;FALSE;English;Chief Executive Officer;Chief Executive Officer;General Directors;Management, Policy and Governance;FALSE;;
104;aa782172-9397-44ea-8ba4-717b6d8b7a84;6;01/11/2019;01/11/2021;IncrediBuild;Qa Engineer;Israel;Tel Aviv;;FALSE;English;Quality Assurance Engineer;Quality Assurance Engineer;Business Administration and Engineering Experts;Engineering;FALSE;Digital & Analytics;IT
105;3a5bbd76-e905-40e4-b62c-2c76cb293eeb;3;01/10/2021;01/12/2022;IncrediBuild;Senior Sales Consultant;Israel;;;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;FALSE;;
